"site","date","mean_depth_ft","month","year","julian"
"6811418","2015-09-01",437.115,9,2015,"244"
"6811418","2015-10-01",453.96,10,2015,"274"
"6811418","2015-11-01",439.64,11,2015,"305"
"6811418","2015-12-01",427.815,12,2015,"335"
"6811418","2016-01-01",421.095,1,2016,"1"
"6811418","2016-02-01",424.215,2,2016,"32"
"6811418","2016-03-01",425.49,3,2016,"61"
"6811418","2016-04-01",428.64,4,2016,"92"
"6811418","2016-05-01",423.26,5,2016,"122"
"6811418","2016-06-01",418.66,6,2016,"153"
"6811418","2016-07-01",431.565,7,2016,"183"
"6811418","2016-08-01",442.875,8,2016,"214"
"6811418","2016-09-01",439.81,9,2016,"245"
"6811418","2016-10-01",441.095,10,2016,"275"
"6811418","2016-11-01",432.705,11,2016,"306"
"6811418","2016-12-01",423.835,12,2016,"336"
"6811418","2017-01-01",416.245,1,2017,"1"
"6811418","2017-02-01",411.305,2,2017,"32"
"6811418","2017-03-01",409.33,3,2017,"60"
"6811418","2017-04-01",412.705,4,2017,"91"
"6811418","2017-05-01",421.59,5,2017,"121"
"6811418","2017-06-01",430.63,6,2017,"152"
"6811418","2017-07-01",460.73,7,2017,"182"
"6811418","2017-08-01",474.405,8,2017,"213"
"6811418","2017-09-01",485.305,9,2017,"244"
"6811418","2017-10-01",475.485,10,2017,"274"
"6811418","2017-11-01",477.225,11,2017,"305"
"6811418","2017-12-01",471.285,12,2017,"335"
"6811418","2018-01-01",463.985,1,2018,"1"
"6811418","2018-02-01",451.87,2,2018,"32"
"6811418","2018-03-01",442.885,3,2018,"60"
"6811418","2018-04-01",444.95,4,2018,"91"
"6811418","2018-05-01",452.535,5,2018,"121"
"6811418","2018-06-01",490.94,6,2018,"152"
"6811418","2018-07-01",498.33,7,2018,"182"
"6811418","2018-08-01",494.555,8,2018,"213"
"6811418","2018-09-01",463.41,9,2018,"244"
"6811418","2018-10-01",440.76,10,2018,"274"
"6811418","2018-11-01",431.905,11,2018,"305"
"6811418","2018-12-01",426.75,12,2018,"335"
"6811418","2019-01-01",415.14,1,2019,"1"
"6811418","2019-02-01",408.18,2,2019,"32"
"6811418","2019-03-01",408.425,3,2019,"60"
"6811418","2019-04-01",412.935,4,2019,"91"
"6811418","2019-05-01",408.49,5,2019,"121"
"6811418","2019-06-01",410.76,6,2019,"152"
"6811418","2019-07-01",418.505,7,2019,"182"
"6811418","2019-08-01",438.445,8,2019,"213"
"6811418","2019-09-01",460.745,9,2019,"244"
"6811418","2019-10-01",467.8,10,2019,"274"
"6811418","2019-11-01",452.045,11,2019,"305"
"6811418","2019-12-01",441.125,12,2019,"335"
"6811418","2020-01-01",437,1,2020,"1"
"6811418","2020-02-01",432.085,2,2020,"32"
"6811418","2020-03-01",428.425,3,2020,"61"
"6811418","2020-04-01",428.37,4,2020,"92"
"6811418","2020-05-01",435.595,5,2020,"122"
"6811418","2020-06-01",446.34,6,2020,"153"
"6811418","2020-07-01",480.6,7,2020,"183"
"6811418","2020-08-01",495.335,8,2020,"214"
"6811418","2020-09-01",485.265,9,2020,"245"
"6811418","2020-10-01",490.51,10,2020,"275"
"6811418","2020-11-01",484.735,11,2020,"306"
"6811418","2020-12-01",473.01,12,2020,"336"
"6811418","2021-01-01",459.4,1,2021,"1"
"6811418","2021-02-01",461.18,2,2021,"32"
"6811418","2021-03-01",455.255,3,2021,"60"
"6811418","2021-04-01",459.23,4,2021,"91"
"6811418","2021-05-01",454.555,5,2021,"121"
"6811418","2021-06-01",446.99,6,2021,"152"
"6811418","2021-07-01",445.785,7,2021,"182"
"6811418","2021-08-01",455.195,8,2021,"213"
"6811418","2021-09-01",459.24,9,2021,"244"
"6811418","2021-10-01",454.315,10,2021,"274"
"6811418","2021-11-01",447.365,11,2021,"305"
"6811418","2021-12-01",445.945,12,2021,"335"
"6811418","2022-01-01",442.69,1,2022,"1"
"6811418","2022-02-01",440,2,2022,"32"
"6811418","2022-03-01",444.05,3,2022,"60"
"6811418","2022-04-01",464.285,4,2022,"91"
"6811418","2022-05-01",470.055,5,2022,"121"
"6811418","2022-06-01",495.64,6,2022,"152"
"6811418","2022-07-01",497.25,7,2022,"182"
"6811418","2022-08-01",494.83,8,2022,"213"
"6811418","2022-09-01",496.015,9,2022,"244"
"6811418","2022-10-01",498.785,10,2022,"274"
"6811418","2022-11-01",488.44,11,2022,"305"
"6811418","2022-12-01",475.795,12,2022,"335"
"6811418","2023-01-01",466.735,1,2023,"1"
"6811418","2023-02-01",457.68,2,2023,"32"
"6811418","2023-03-01",470.46,3,2023,"60"
"6811418","2023-04-01",469.52,4,2023,"91"
"6811418","2023-05-01",472.055,5,2023,"121"
"6811418","2023-06-01",483.875,6,2023,"152"
"6811509","2005-11-01",302.5,11,2005,"305"
"6811509","2005-12-01",302.835,12,2005,"335"
"6811509","2006-01-01",305.875,1,2006,"1"
"6811509","2006-02-01",306.96,2,2006,"32"
"6811509","2006-03-01",308.375,3,2006,"60"
"6811509","2006-04-01",310.75,4,2006,"91"
"6811509","2006-05-01",312.335,5,2006,"121"
"6811509","2006-06-01",315.085,6,2006,"152"
"6811509","2006-07-01",314.56,7,2006,"182"
"6811509","2006-08-01",315.415,8,2006,"213"
"6811509","2006-09-01",313.96,9,2006,"244"
"6811509","2006-10-01",312.625,10,2006,"274"
"6811509","2006-11-01",311.085,11,2006,"305"
"6811509","2006-12-01",310.125,12,2006,"335"
"6811509","2007-01-01",309.835,1,2007,"1"
"6811509","2007-02-01",308.915,2,2007,"32"
"6811509","2007-03-01",306.46,3,2007,"60"
"6811509","2007-04-01",302,4,2007,"91"
"6811509","2007-05-01",304.25,5,2007,"121"
"6811509","2007-06-01",301.455,6,2007,"152"
"6811509","2007-07-01",295.625,7,2007,"182"
"6811509","2007-08-01",290.3,8,2007,"213"
"6811509","2007-09-01",290.85,9,2007,"244"
"6811509","2007-10-01",296,10,2007,"274"
"6811509","2007-11-01",294.85,11,2007,"305"
"6811509","2007-12-01",296.7,12,2007,"335"
"6811509","2008-01-01",296.25,1,2008,"1"
"6811509","2008-02-01",296.8,2,2008,"32"
"6811509","2008-03-01",298.1,3,2008,"61"
"6811509","2008-04-01",301.05,4,2008,"92"
"6811509","2008-05-01",307.2,5,2008,"122"
"6811509","2008-06-01",309.5,6,2008,"153"
"6811509","2008-07-01",308.8,7,2008,"183"
"6811509","2008-08-01",309.5,8,2008,"214"
"6811509","2008-09-01",310.4,9,2008,"245"
"6811509","2008-10-01",311.05,10,2008,"275"
"6811509","2008-11-01",310.3,11,2008,"306"
"6811509","2008-12-01",311.166666666667,12,2008,"336"
"6811509","2009-01-01",310.1,1,2009,"1"
"6811509","2009-02-01",309.8,2,2009,"32"
"6811509","2009-03-01",312.08,3,2009,"60"
"6811509","2009-04-01",310.99,4,2009,"91"
"6811509","2009-05-01",311.635,5,2009,"121"
"6811509","2009-06-01",313.64,6,2009,"152"
"6811509","2009-07-01",315.7,7,2009,"182"
"6811509","2009-08-01",315.875,8,2009,"213"
"6811509","2009-09-01",315.14,9,2009,"244"
"6811509","2009-10-01",313.98,10,2009,"274"
"6811509","2009-11-01",313.555,11,2009,"305"
"6811509","2009-12-01",313.18,12,2009,"335"
"6811509","2010-01-01",312.29,1,2010,"1"
"6811509","2010-02-01",307.96,2,2010,"32"
"6811509","2010-03-01",305.9,3,2010,"60"
"6811509","2010-04-01",304.8,4,2010,"91"
"6811509","2010-05-01",304.59,5,2010,"121"
"6811509","2010-06-01",305.39,6,2010,"152"
"6811509","2010-07-01",305.88,7,2010,"182"
"6811509","2010-08-01",309.235,8,2010,"213"
"6811509","2010-09-01",307.485,9,2010,"244"
"6811509","2010-10-01",308.085,10,2010,"274"
"6811509","2010-11-01",307.485,11,2010,"305"
"6811509","2010-12-01",306.735,12,2010,"335"
"6811509","2011-01-01",307.625,1,2011,"1"
"6811509","2011-02-01",308.06,2,2011,"32"
"6811509","2011-03-01",308.98,3,2011,"60"
"6811509","2011-04-01",312.87,4,2011,"91"
"6811509","2011-05-01",314.555,5,2011,"121"
"6811509","2011-06-01",316.77,6,2011,"152"
"6811509","2011-07-01",317.5,7,2011,"182"
"6811509","2011-08-01",317.285,8,2011,"213"
"6811509","2011-09-01",317.535,9,2011,"244"
"6811509","2011-10-01",316.91,10,2011,"274"
"6811509","2011-11-01",316.4,11,2011,"305"
"6811509","2011-12-01",315.955,12,2011,"335"
"6811509","2012-01-01",315.425,1,2012,"1"
"6811509","2012-02-01",315.32,2,2012,"32"
"6811509","2012-03-01",315.085,3,2012,"61"
"6811509","2012-04-01",315.74,4,2012,"92"
"6811509","2012-05-01",316.66,5,2012,"122"
"6811509","2012-06-01",318.28,6,2012,"153"
"6811509","2012-07-01",318.97,7,2012,"183"
"6811509","2012-08-01",319.225,8,2012,"214"
"6811509","2012-09-01",319.445,9,2012,"245"
"6811509","2012-10-01",318.825,10,2012,"275"
"6811509","2012-11-01",318.96,11,2012,"306"
"6811509","2012-12-01",318.21,12,2012,"336"
"6811509","2013-01-01",318.09,1,2013,"1"
"6811509","2013-02-01",318.24,2,2013,"32"
"6811509","2013-03-01",318.48,3,2013,"60"
"6811509","2013-04-01",317.85,4,2013,"91"
"6811509","2013-05-01",317.815,5,2013,"121"
"6811509","2013-06-01",316.76,6,2013,"152"
"6811509","2013-07-01",317.81,7,2013,"182"
"6811509","2013-08-01",318.65,8,2013,"213"
"6811509","2013-09-01",318.855,9,2013,"244"
"6811509","2013-10-01",317.895,10,2013,"274"
"6811509","2013-11-01",317.67,11,2013,"305"
"6811509","2013-12-01",317.23,12,2013,"335"
"6811509","2014-01-01",317.225,1,2014,"1"
"6811509","2014-02-01",317.445,2,2014,"32"
"6811509","2014-03-01",317.185,3,2014,"60"
"6811509","2014-04-01",318.525,4,2014,"91"
"6811509","2014-05-01",318.105,5,2014,"121"
"6811509","2014-06-01",318.405,6,2014,"152"
"6811509","2014-07-01",319.43,7,2014,"182"
"6811509","2014-08-01",320.165,8,2014,"213"
"6811509","2014-09-01",319.925,9,2014,"244"
"6811509","2014-10-01",319.98,10,2014,"274"
"6811509","2014-11-01",319.12,11,2014,"305"
"6811509","2014-12-01",318.655,12,2014,"335"
"6811509","2015-01-01",318.035,1,2015,"1"
"6811509","2015-02-01",317.82,2,2015,"32"
"6811509","2015-03-01",317.25,3,2015,"60"
"6811509","2015-04-01",317.315,4,2015,"91"
"6811509","2015-05-01",316.11,5,2015,"121"
"6811509","2015-06-01",313.515,6,2015,"152"
"6811509","2015-07-01",314.2,7,2015,"182"
"6811509","2015-08-01",315.33,8,2015,"213"
"6811509","2015-09-01",316.735,9,2015,"244"
"6811509","2015-10-01",316.75,10,2015,"274"
"6811509","2015-11-01",315.64,11,2015,"305"
"6811509","2015-12-01",313.445,12,2015,"335"
"6811509","2016-01-01",313.2,1,2016,"1"
"6811509","2016-02-01",313.515,2,2016,"32"
"6811509","2016-03-01",313.095,3,2016,"61"
"6811509","2016-04-01",313.035,4,2016,"92"
"6811509","2016-05-01",312.985,5,2016,"122"
"6811509","2016-06-01",312.26,6,2016,"153"
"6811509","2016-07-01",313.625,7,2016,"183"
"6811509","2016-08-01",314.16,8,2016,"214"
"6811509","2016-09-01",314.555,9,2016,"245"
"6811509","2016-10-01",314.84,10,2016,"275"
"6811509","2016-11-01",314.5,11,2016,"306"
"6811509","2016-12-01",315.095,12,2016,"336"
"6811509","2017-01-01",313.55,1,2017,"1"
"6811509","2017-02-01",313.185,2,2017,"32"
"6811509","2017-03-01",313.425,3,2017,"60"
"6811509","2017-04-01",312.735,4,2017,"91"
"6811509","2017-05-01",314.88,5,2017,"121"
"6811509","2017-06-01",316.355,6,2017,"152"
"6811509","2017-07-01",315.68,7,2017,"182"
"6811509","2017-08-01",315.8,8,2017,"213"
"6811509","2017-09-01",317.55,9,2017,"244"
"6811509","2017-10-01",318.38,10,2017,"274"
"6811509","2017-11-01",318.19,11,2017,"305"
"6811509","2017-12-01",318.89,12,2017,"335"
"6811509","2018-01-01",318.445,1,2018,"1"
"6811509","2018-02-01",318.125,2,2018,"32"
"6811509","2018-03-01",318.525,3,2018,"60"
"6811509","2018-04-01",320.005,4,2018,"91"
"6811509","2018-05-01",321.66,5,2018,"121"
"6811509","2018-06-01",322.645,6,2018,"152"
"6811509","2018-07-01",322.75,7,2018,"182"
"6811509","2018-08-01",323.405,8,2018,"213"
"6811509","2018-09-01",320.94,9,2018,"244"
"6811509","2018-10-01",318.05,10,2018,"274"
"6811509","2018-11-01",316.14,11,2018,"305"
"6811509","2018-12-01",315.49,12,2018,"335"
"6811509","2019-01-01",314.415,1,2019,"1"
"6811509","2019-02-01",313.77,2,2019,"32"
"6811509","2019-03-01",314.805,3,2019,"60"
"6811509","2019-04-01",315.4,4,2019,"91"
"6811509","2019-05-01",316.31,5,2019,"121"
"6811509","2019-06-01",317.375,6,2019,"152"
"6811509","2019-07-01",317.565,7,2019,"182"
"6811509","2019-08-01",318.86,8,2019,"213"
"6811509","2019-09-01",320.035,9,2019,"244"
"6811509","2019-10-01",319.935,10,2019,"274"
"6811509","2019-11-01",318.6,11,2019,"305"
"6811509","2019-12-01",318.1,12,2019,"335"
"6811509","2020-01-01",319.26,1,2020,"1"
"6811509","2020-02-01",319.515,2,2020,"32"
"6811509","2020-03-01",319.87,3,2020,"61"
"6811509","2020-04-01",320.43,4,2020,"92"
"6811509","2020-05-01",321.57,5,2020,"122"
"6811509","2020-06-01",322.655,6,2020,"153"
"6811509","2020-07-01",323.925,7,2020,"183"
"6811509","2020-08-01",324.455,8,2020,"214"
"6811509","2020-09-01",323.585,9,2020,"245"
"6811509","2020-10-01",324.3,10,2020,"275"
"6811509","2020-11-01",324.195,11,2020,"306"
"6811509","2020-12-01",323.415,12,2020,"336"
"6811509","2021-01-01",323.095,1,2021,"1"
"6811509","2021-02-01",323.04,2,2021,"32"
"6811509","2021-03-01",322.9,3,2021,"60"
"6811509","2021-04-01",323.21,4,2021,"91"
"6811509","2021-05-01",323.445,5,2021,"121"
"6811509","2021-06-01",323.345,6,2021,"152"
"6811509","2021-07-01",321.84,7,2021,"182"
"6811509","2021-08-01",322.57,8,2021,"213"
"6811509","2021-09-01",322.12,9,2021,"244"
"6811509","2021-10-01",321.53,10,2021,"274"
"6811509","2021-11-01",321.09,11,2021,"305"
"6811509","2021-12-01",320.255,12,2021,"335"
"6811509","2022-01-01",320.16,1,2022,"1"
"6811509","2022-02-01",320.255,2,2022,"32"
"6811509","2022-03-01",321.98,3,2022,"60"
"6811509","2022-04-01",322.855,4,2022,"91"
"6811509","2022-05-01",323.095,5,2022,"121"
"6811509","2022-06-01",324.745,6,2022,"152"
"6811509","2022-07-01",324.56,7,2022,"182"
"6811509","2022-08-01",324.57,8,2022,"213"
"6811509","2022-09-01",324.115,9,2022,"244"
"6811509","2022-10-01",324.89,10,2022,"274"
"6811509","2022-11-01",325.2,11,2022,"305"
"6811509","2022-12-01",324.905,12,2022,"335"
"6811509","2023-01-01",324.37,1,2023,"1"
"6811509","2023-02-01",323.895,2,2023,"32"
"6811509","2023-03-01",324.635,3,2023,"60"
"6811509","2023-04-01",324.555,4,2023,"91"
"6811509","2023-05-01",325.09,5,2023,"121"
"6811509","2023-06-01",326.04,6,2023,"152"
"6811611","2008-04-01",308.9,4,2008,"92"
"6811611","2008-05-01",314.915,5,2008,"122"
"6811611","2008-06-01",322,6,2008,"153"
"6811611","2008-07-01",324.65,7,2008,"183"
"6811611","2008-08-01",323.55,8,2008,"214"
"6811611","2008-09-01",323,9,2008,"245"
"6811611","2008-10-01",323.55,10,2008,"275"
"6811611","2008-11-01",322.4,11,2008,"306"
"6811611","2008-12-01",319.566666666667,12,2008,"336"
"6811611","2009-01-01",315.6,1,2009,"1"
"6811611","2009-02-01",317.81,2,2009,"32"
"6811611","2009-03-01",314.6,3,2009,"60"
"6811611","2009-04-01",315.9,4,2009,"91"
"6811611","2009-05-01",318.975,5,2009,"121"
"6811611","2009-06-01",321.1,6,2009,"152"
"6811611","2009-07-01",325.8,7,2009,"182"
"6811611","2009-08-01",333.075,8,2009,"213"
"6811611","2009-09-01",331.075,9,2009,"244"
"6811611","2009-10-01",323.685,10,2009,"274"
"6811611","2009-11-01",316.825,11,2009,"305"
"6811611","2009-12-01",312.8,12,2009,"335"
"6811611","2010-01-01",308.55,1,2010,"1"
"6811611","2010-02-01",297.075,2,2010,"32"
"6811611","2010-03-01",293.5,3,2010,"60"
"6811611","2010-04-01",297.93,4,2010,"91"
"6811611","2010-05-01",300.39,5,2010,"121"
"6811611","2010-06-01",303.715,6,2010,"152"
"6811611","2010-07-01",308.6,7,2010,"182"
"6811611","2010-08-01",313.585,8,2010,"213"
"6811611","2010-09-01",312.3,9,2010,"244"
"6811611","2010-10-01",311.05,10,2010,"274"
"6811611","2010-11-01",312.475,11,2010,"305"
"6811611","2010-12-01",313.715,12,2010,"335"
"6811611","2011-01-01",312.59,1,2011,"1"
"6811611","2011-02-01",313.485,2,2011,"32"
"6811611","2011-03-01",316.035,3,2011,"60"
"6811611","2011-04-01",321.03,4,2011,"91"
"6811611","2011-05-01",328.615,5,2011,"121"
"6811611","2011-06-01",337.755,6,2011,"152"
"6811611","2011-07-01",342.905,7,2011,"182"
"6811611","2011-08-01",346,8,2011,"213"
"6811611","2011-09-01",347.6,9,2011,"244"
"6811611","2011-10-01",341.015,10,2011,"274"
"6811611","2011-11-01",336.02,11,2011,"305"
"6811611","2011-12-01",332.21,12,2011,"335"
"6811611","2012-01-01",328.45,1,2012,"1"
"6811611","2012-02-01",326.16,2,2012,"32"
"6811611","2012-03-01",323.075,3,2012,"61"
"6811611","2012-04-01",321.725,4,2012,"92"
"6811611","2012-05-01",322.935,5,2012,"122"
"6811611","2012-06-01",326.95,6,2012,"153"
"6811611","2012-07-01",330.49,7,2012,"183"
"6811611","2012-08-01",338.9,8,2012,"214"
"6811611","2012-09-01",343.75,9,2012,"245"
"6811611","2012-10-01",338.675,10,2012,"275"
"6811611","2012-11-01",336.405,11,2012,"306"
"6811611","2012-12-01",335.445,12,2012,"336"
"6811611","2013-01-01",332.505,1,2013,"1"
"6811611","2013-02-01",328.41,2,2013,"32"
"6811611","2013-03-01",330.155,3,2013,"60"
"6811611","2013-04-01",330.95,4,2013,"91"
"6811611","2013-05-01",332.06,5,2013,"121"
"6811611","2013-06-01",329.29,6,2013,"152"
"6811611","2013-07-01",329.77,7,2013,"182"
"6811611","2013-08-01",338.095,8,2013,"213"
"6811611","2013-09-01",342.05,9,2013,"244"
"6811611","2013-10-01",340.98,10,2013,"274"
"6811611","2013-11-01",339.7,11,2013,"305"
"6811611","2013-12-01",339.37,12,2013,"335"
"6811611","2014-01-01",340.18,1,2014,"1"
"6811611","2014-02-01",341.015,2,2014,"32"
"6811611","2014-03-01",341.415,3,2014,"60"
"6811611","2014-04-01",344.14,4,2014,"91"
"6811611","2014-05-01",344.41,5,2014,"121"
"6811611","2014-06-01",343.585,6,2014,"152"
"6811611","2014-07-01",346.17,7,2014,"182"
"6811611","2014-08-01",350.16,8,2014,"213"
"6811611","2014-09-01",351.425,9,2014,"244"
"6811611","2014-10-01",349.835,10,2014,"274"
"6811611","2014-11-01",348.35,11,2014,"305"
"6811611","2014-12-01",346.595,12,2014,"335"
"6811611","2015-01-01",343.205,1,2015,"1"
"6811611","2015-02-01",340.545,2,2015,"32"
"6811611","2015-03-01",339.355,3,2015,"60"
"6811611","2015-04-01",330.93,4,2015,"91"
"6811611","2015-05-01",324.295,5,2015,"121"
"6811611","2015-06-01",313,6,2015,"152"
"6811611","2015-07-01",317.895,7,2015,"182"
"6811611","2015-08-01",323.595,8,2015,"213"
"6811611","2015-09-01",326.685,9,2015,"244"
"6811611","2015-10-01",334.66,10,2015,"274"
"6811611","2015-11-01",327.335,11,2015,"305"
"6811611","2015-12-01",319.85,12,2015,"335"
"6811611","2016-01-01",317.82,1,2016,"1"
"6811611","2016-02-01",312.6,2,2016,"32"
"6811611","2016-03-01",313.395,3,2016,"61"
"6811611","2016-04-01",313.175,4,2016,"92"
"6811611","2016-05-01",310.445,5,2016,"122"
"6811611","2016-06-01",310.88,6,2016,"153"
"6811611","2016-07-01",314.27,7,2016,"183"
"6811611","2016-08-01",315.685,8,2016,"214"
"6811611","2016-09-01",320.85,9,2016,"245"
"6811611","2016-10-01",321.12,10,2016,"275"
"6811611","2016-11-01",316.5,11,2016,"306"
"6811611","2016-12-01",319.85,12,2016,"336"
"6811611","2017-01-01",316.985,1,2017,"1"
"6811611","2017-02-01",311.23,2,2017,"32"
"6811611","2017-03-01",310.925,3,2017,"60"
"6811611","2017-04-01",312.225,4,2017,"91"
"6811611","2017-05-01",314.275,5,2017,"121"
"6811611","2017-06-01",321.275,6,2017,"152"
"6811611","2017-07-01",325.87,7,2017,"182"
"6811611","2017-08-01",332.49,8,2017,"213"
"6811611","2017-09-01",335.165,9,2017,"244"
"6811611","2017-10-01",331.69,10,2017,"274"
"6811611","2017-11-01",333.14,11,2017,"305"
"6811611","2017-12-01",333.25,12,2017,"335"
"6811611","2018-01-01",335.33,1,2018,"1"
"6811611","2018-02-01",330.005,2,2018,"32"
"6811611","2018-03-01",330.765,3,2018,"60"
"6811611","2018-04-01",333.535,4,2018,"91"
"6811611","2018-05-01",338.215,5,2018,"121"
"6811611","2018-06-01",345.725,6,2018,"152"
"6811611","2018-07-01",351.76,7,2018,"182"
"6811611","2018-08-01",353.04,8,2018,"213"
"6811611","2018-09-01",343.165,9,2018,"244"
"6811611","2018-10-01",320.275,10,2018,"274"
"6811611","2018-11-01",320.5,11,2018,"305"
"6811611","2018-12-01",313.75,12,2018,"335"
"6811611","2019-01-01",305.53,1,2019,"1"
"6811611","2019-02-01",306.935,2,2019,"32"
"6811611","2019-03-01",304.575,3,2019,"60"
"6811611","2019-04-01",305.965,4,2019,"91"
"6811611","2019-05-01",302.185,5,2019,"121"
"6811611","2019-06-01",305.49,6,2019,"152"
"6811611","2019-07-01",310.435,7,2019,"182"
"6811611","2019-08-01",320.185,8,2019,"213"
"6811611","2019-09-01",326.75,9,2019,"244"
"6811611","2019-10-01",328.82,10,2019,"274"
"6811611","2019-11-01",330.22,11,2019,"305"
"6811611","2019-12-01",331.085,12,2019,"335"
"6811611","2020-01-01",332.3,1,2020,"1"
"6811611","2020-02-01",331.935,2,2020,"32"
"6811611","2020-03-01",328.905,3,2020,"61"
"6811611","2020-04-01",326.375,4,2020,"92"
"6811611","2020-05-01",326.54,5,2020,"122"
"6811611","2020-06-01",331.86,6,2020,"153"
"6811611","2020-07-01",341.125,7,2020,"183"
"6811611","2020-08-01",347.76,8,2020,"214"
"6811611","2020-09-01",345.475,9,2020,"245"
"6811611","2020-10-01",345.5,10,2020,"275"
"6811611","2020-11-01",345.8,11,2020,"306"
"6811611","2020-12-01",343.155,12,2020,"336"
"6811611","2021-01-01",339.71,1,2021,"1"
"6811611","2021-02-01",340.11,2,2021,"32"
"6811611","2021-03-01",338.665,3,2021,"60"
"6811611","2021-04-01",340.11,4,2021,"91"
"6811611","2021-05-01",337.625,5,2021,"121"
"6811611","2021-06-01",326.955,6,2021,"152"
"6811611","2021-07-01",327.3,7,2021,"182"
"6811611","2021-08-01",329.18,8,2021,"213"
"6811611","2021-09-01",331.23,9,2021,"244"
"6811611","2021-10-01",329.69,10,2021,"274"
"6811611","2021-11-01",327.6,11,2021,"305"
"6811611","2021-12-01",325.425,12,2021,"335"
"6811611","2022-01-01",326.915,1,2022,"1"
"6811611","2022-02-01",327.95,2,2022,"32"
"6811611","2022-03-01",331.29,3,2022,"60"
"6811611","2022-04-01",333.6,4,2022,"91"
"6811611","2022-05-01",337.55,5,2022,"121"
"6811611","2022-06-01",346.955,6,2022,"152"
"6811611","2022-07-01",353.55,7,2022,"182"
"6811611","2022-08-01",355.45,8,2022,"213"
"6811611","2022-09-01",355.95,9,2022,"244"
"6811611","2022-10-01",357.325,10,2022,"274"
"6811611","2022-11-01",353.525,11,2022,"305"
"6811611","2022-12-01",348.825,12,2022,"335"
"6811611","2023-01-01",350.51,1,2023,"1"
"6811611","2023-02-01",343.55,2,2023,"32"
"6811611","2023-03-01",345.25,3,2023,"60"
"6811611","2023-04-01",346.3,4,2023,"91"
"6811611","2023-05-01",344.7,5,2023,"121"
"6811611","2023-06-01",345.79,6,2023,"152"
"6811708","2000-02-01",218.9,2,2000,"32"
"6811708","2000-08-01",227.7,8,2000,"214"
"6811708","2001-02-01",206.75,2,2001,"32"
"6811708","2002-02-01",199.1,2,2002,"32"
"6811708","2003-02-01",194.75,2,2003,"32"
"6811708","2004-02-01",206.5,2,2004,"32"
"6811708","2005-01-01",221.75,1,2005,"1"
"6811708","2006-02-01",235.25,2,2006,"32"
"6811708","2007-02-01",215.69,2,2007,"32"
"6811708","2009-01-01",212.9,1,2009,"1"
"6811708","2009-02-01",212,2,2009,"32"
"6811708","2009-03-01",212.17,3,2009,"60"
"6811708","2009-04-01",223.24,4,2009,"91"
"6811708","2009-05-01",215.35,5,2009,"121"
"6811708","2009-06-01",220.44,6,2009,"152"
"6811708","2009-07-01",237.065,7,2009,"182"
"6811708","2009-08-01",238.05,8,2009,"213"
"6811708","2009-09-01",222.56,9,2009,"244"
"6811708","2009-10-01",218.36,10,2009,"274"
"6811708","2009-11-01",215.78,11,2009,"305"
"6811708","2009-12-01",213.28,12,2009,"335"
"6811708","2010-01-01",213.52,1,2010,"1"
"6811708","2010-02-01",202.56,2,2010,"32"
"6811708","2010-03-01",196.3,3,2010,"60"
"6811708","2010-04-01",192.58,4,2010,"91"
"6811708","2010-05-01",193.36,5,2010,"121"
"6811708","2010-06-01",205.755,6,2010,"152"
"6811708","2010-07-01",195.925,7,2010,"182"
"6811708","2010-08-01",205.35,8,2010,"213"
"6811708","2010-09-01",215.875,9,2010,"244"
"6811708","2010-10-01",217.175,10,2010,"274"
"6811708","2010-11-01",206.925,11,2010,"305"
"6811708","2010-12-01",215.32,12,2010,"335"
"6811708","2011-01-01",225.34,1,2011,"1"
"6811708","2011-02-01",216.125,2,2011,"32"
"6811708","2011-03-01",232.995,3,2011,"60"
"6811708","2011-04-01",232.16,4,2011,"91"
"6811708","2011-05-01",237.255,5,2011,"121"
"6811708","2011-06-01",247.01,6,2011,"152"
"6811708","2011-07-01",258.135,7,2011,"182"
"6811708","2011-08-01",261.665,8,2011,"213"
"6811708","2011-09-01",253.59,9,2011,"244"
"6811708","2011-10-01",230.305,10,2011,"274"
"6811708","2011-11-01",229.405,11,2011,"305"
"6811708","2011-12-01",235.415,12,2011,"335"
"6811708","2012-01-01",228.84,1,2012,"1"
"6811708","2012-02-01",234.435,2,2012,"32"
"6811708","2012-03-01",223.455,3,2012,"61"
"6811708","2012-04-01",228.025,4,2012,"92"
"6811708","2012-05-01",238.375,5,2012,"122"
"6811708","2012-06-01",252.3,6,2012,"153"
"6811708","2012-07-01",252.42,7,2012,"183"
"6811708","2012-08-01",236.16,8,2012,"214"
"6811708","2012-09-01",234.77,9,2012,"245"
"6811708","2012-10-01",230.325,10,2012,"275"
"6811708","2012-11-01",248.39,11,2012,"306"
"6811708","2012-12-01",230.895,12,2012,"336"
"6811708","2013-01-01",227.455,1,2013,"1"
"6811708","2013-02-01",228.67,2,2013,"32"
"6811708","2013-03-01",240.26,3,2013,"60"
"6811708","2013-04-01",244.775,4,2013,"91"
"6811708","2013-05-01",232.755,5,2013,"121"
"6811708","2013-06-01",236.66,6,2013,"152"
"6811708","2013-07-01",253.46,7,2013,"182"
"6811708","2013-08-01",252.95,8,2013,"213"
"6811708","2013-09-01",239.255,9,2013,"244"
"6811708","2013-10-01",234.17,10,2013,"274"
"6811708","2013-11-01",241.33,11,2013,"305"
"6811708","2013-12-01",236.935,12,2013,"335"
"6811708","2014-01-01",227.785,1,2014,"1"
