"date","elevation_at_waterlevel","site","year","julian"
2010-10-15,1189.37,6811708,2010,288
2010-10-29,1166.28,6811708,2010,302
2010-11-16,1189.95,6811708,2010,320
2010-11-30,1186.2,6811708,2010,334
2010-12-16,1173.78,6811708,2010,350
2010-12-30,1185.58,6811708,2010,364
2011-01-14,1180.59,6811708,2011,14
2011-01-28,1158.73,6811708,2011,28
2011-02-11,1177.54,6811708,2011,42
2011-02-25,1180.21,6811708,2011,56
2011-03-15,1149.94,6811708,2011,74
2011-03-31,1174.07,6811708,2011,90
2011-04-15,1155.84,6811708,2011,105
2011-04-29,1169.84,6811708,2011,119
2011-05-13,1170.74,6811708,2011,133
2011-05-27,1144.75,6811708,2011,147
2011-06-16,1143.96,6811708,2011,167
2011-06-30,1152.02,6811708,2011,181
2011-07-15,1139.5,6811708,2011,196
2011-07-29,1134.23,6811708,2011,210
2011-08-16,1132.81,6811708,2011,228
2011-08-31,1133.86,6811708,2011,243
2011-09-16,1121.19,6811708,2011,259
2011-09-30,1161.63,6811708,2011,273
2011-10-13,1164.43,6811708,2011,286
2011-10-28,1164.96,6811708,2011,301
2011-11-15,1168.29,6811708,2011,319
2011-11-30,1162.9,6811708,2011,334
2011-12-16,1168.49,6811708,2011,350
2011-12-29,1150.68,6811708,2011,363
2012-01-19,1164.3,6811708,2012,19
2012-01-31,1168.02,6811708,2012,31
2012-02-16,1169.51,6811708,2012,47
2012-02-29,1151.62,6811708,2012,60
2012-03-15,1169.77,6811708,2012,75
2012-03-30,1173.32,6811708,2012,90
2012-04-13,1169.07,6811708,2012,104
2012-04-27,1164.88,6811708,2012,118
2012-05-15,1166.05,6811708,2012,136
2012-05-31,1147.2,6811708,2012,152
2012-06-15,1147.5,6811708,2012,167
2012-06-29,1137.9,6811708,2012,181
2012-07-17,1148.4,6811708,2012,199
2012-07-31,1136.76,6811708,2012,213
2012-08-16,1158.84,6811708,2012,229
2012-09-14,1159,6811708,2012,258
2012-09-27,1161.46,6811708,2012,271
2012-10-16,1165.24,6811708,2012,290
2012-10-31,1164.11,6811708,2012,305
2012-11-16,1151.28,6811708,2012,321
2012-11-30,1141.94,6811708,2012,335
2012-12-14,1163.36,6811708,2012,349
2012-12-28,1164.85,6811708,2012,363
2013-01-16,1166.76,6811708,2013,16
2013-01-31,1168.33,6811708,2013,31
2013-02-15,1166.78,6811708,2013,46
2013-02-28,1165.88,6811708,2013,59
2013-03-15,1166.75,6811708,2013,74
2013-03-28,1142.73,6811708,2013,87
2013-04-16,1140.55,6811708,2013,106
2013-04-30,1159.9,6811708,2013,120
2013-05-15,1161.11,6811708,2013,135
2013-05-31,1163.38,6811708,2013,151
2013-06-14,1155.33,6811708,2013,165
2013-06-28,1161.35,6811708,2013,179
2013-07-16,1124.55,6811708,2013,197
2013-07-31,1158.53,6811708,2013,212
2013-08-16,1157.75,6811708,2013,228
2013-08-30,1126.35,6811708,2013,242
2013-09-13,1156.78,6811708,2013,256
2013-09-27,1154.71,6811708,2013,270
2013-10-16,1159.24,6811708,2013,289
2013-10-31,1162.42,6811708,2013,304
2013-11-15,1165.15,6811708,2013,319
2013-11-26,1142.19,6811708,2013,330
2013-12-17,1166.89,6811708,2013,351
2013-12-30,1149.24,6811708,2013,364
2014-01-16,1166.68,6811708,2014,16
2014-01-31,1167.75,6811708,2014,31
2014-02-14,1168.79,6811708,2014,45
2014-02-28,1167.63,6811708,2014,59
2014-03-14,1167.77,6811708,2014,73
2014-03-28,1169.34,6811708,2014,87
2014-04-15,1165.49,6811708,2014,105
2014-04-30,1139.69,6811708,2014,120
2014-05-15,1163.53,6811708,2014,135
2014-05-30,1144.88,6811708,2014,150
2014-06-13,1164.15,6811708,2014,164
2014-06-27,1165.9,6811708,2014,178
2014-07-16,1161.64,6811708,2014,197
2014-07-31,1131.81,6811708,2014,212
2014-08-15,1141.02,6811708,2014,227
2014-08-29,1142.69,6811708,2014,241
2014-09-15,1160.25,6811708,2014,258
2014-09-30,1141.08,6811708,2014,273
2014-10-15,1158.32,6811708,2014,288
2014-10-31,1145.8,6811708,2014,304
2014-11-14,1149.45,6811708,2014,318
2014-11-25,1164.93,6811708,2014,329
2014-12-10,1163.6,6811708,2014,344
2014-12-22,1144.2,6811708,2014,356
2015-01-15,1164.62,6811708,2015,15
2015-01-29,1167.47,6811708,2015,29
2015-02-12,1167.57,6811708,2015,43
2015-02-26,1171.55,6811708,2015,57
2015-03-16,1169.86,6811708,2015,75
2015-03-30,1168.57,6811708,2015,89
2015-04-15,1171.39,6811708,2015,105
2015-04-29,1174.6,6811708,2015,119
2015-05-14,1168.98,6811708,2015,134
2015-05-29,1166.36,6811708,2015,149
2015-06-15,1187.9,6811708,2015,166
2015-06-29,1177.7,6811708,2015,180
2015-07-16,1160.47,6811708,2015,197
2015-07-30,1154.43,6811708,2015,211
2015-08-13,1148.77,6811708,2015,225
2015-08-27,1165.32,6811708,2015,239
2015-09-15,1146.8,6811708,2015,258
2015-09-29,1135.12,6811708,2015,272
2015-10-15,1128.99,6811708,2015,288
2015-10-29,1163.92,6811708,2015,302
2015-11-13,1164.78,6811708,2015,317
2015-11-23,1169.36,6811708,2015,327
2015-12-15,1174.6,6811708,2015,349
2015-12-29,1170.88,6811708,2015,363
2016-01-14,1175.11,6811708,2016,14
2016-01-28,1172.81,6811708,2016,28
2016-02-11,1168.51,6811708,2016,42
2016-02-24,1172.77,6811708,2016,55
2016-03-15,1174.1,6811708,2016,75
2016-03-30,1175.79,6811708,2016,90
2016-04-14,1173.54,6811708,2016,105
2016-04-28,1179.75,6811708,2016,119
2016-05-16,1179.71,6811708,2016,137
2016-05-31,1188.39,6811708,2016,152
2016-06-15,1164.05,6811708,2016,167
2016-06-30,1161.51,6811708,2016,182
2016-07-13,1157.48,6811708,2016,195
2016-07-28,1151.95,6811708,2016,210
2016-08-16,1144.63,6811708,2016,229
2016-08-30,1173.92,6811708,2016,243
2016-09-15,1174.63,6811708,2016,259
2016-09-29,1145.76,6811708,2016,273
2016-10-13,1173.19,6811708,2016,287
2016-10-27,1148.75,6811708,2016,301
2016-11-16,1149.37,6811708,2016,321
2016-11-29,1176.73,6811708,2016,334
2016-12-15,1174.35,6811708,2016,350
2016-12-28,1172.48,6811708,2016,363
2017-01-17,1171.13,6811708,2017,17
2017-01-30,1175.17,6811708,2017,30
2017-02-15,1177.57,6811708,2017,46
2017-02-28,1177.52,6811708,2017,59
2017-03-15,1181.52,6811708,2017,74
2017-03-29,1181.71,6811708,2017,88
2017-04-12,1155.03,6811708,2017,102
2017-04-28,1179.81,6811708,2017,118
2017-05-15,1173.41,6811708,2017,135
2017-05-30,1172.1,6811708,2017,150
2017-06-15,1167.51,6811708,2017,166
2017-06-29,1166.75,6811708,2017,180
2017-07-27,1156.21,6811708,2017,208
2017-08-16,1117.83,6811708,2017,228
2017-08-30,1161.17,6811708,2017,242
2017-09-14,1118.57,6811708,2017,257
2017-09-28,1131.96,6811708,2017,271
2017-10-16,1161.15,6811708,2017,289
2017-10-30,1160.13,6811708,2017,303
2017-11-15,1114.78,6811708,2017,319
2017-11-29,1158.57,6811708,2017,333
2017-12-13,1160.04,6811708,2017,347
2017-12-27,1161.22,6811708,2017,361
2018-01-18,1130.49,6811708,2018,18
2018-01-31,1148.17,6811708,2018,31
2018-02-14,1145.31,6811708,2018,45
2018-02-28,1161.76,6811708,2018,59
2018-03-14,1158.45,6811708,2018,73
2018-03-28,1160.64,6811708,2018,87
2018-04-10,1160.37,6811708,2018,100
2018-04-25,1159.67,6811708,2018,115
2018-05-16,1153.73,6811708,2018,136
2018-05-30,1113.72,6811708,2018,150
2018-06-13,1108.84,6811708,2018,164
2018-06-27,1110.14,6811708,2018,178
2018-07-18,1122.9,6811708,2018,199
2018-07-31,1119.94,6811708,2018,212
2018-08-15,1148.66,6811708,2018,227
2018-08-29,1144.22,6811708,2018,241
2018-09-12,1161.34,6811708,2018,255
2018-09-26,1163.72,6811708,2018,269
2018-10-16,1160.74,6811708,2018,289
2018-10-30,1181.3,6811708,2018,303
2018-11-15,1179.8,6811708,2018,319
2018-11-29,1177.86,6811708,2018,333
2018-12-12,1180.13,6811708,2018,346
2018-12-27,1184.54,6811708,2018,361
2019-01-16,1186.76,6811708,2019,16
2019-01-30,1188.24,6811708,2019,30
2019-02-13,1187.77,6811708,2019,44
2019-02-27,1188.52,6811708,2019,58
2019-03-12,1170.35,6811708,2019,71
2019-03-28,1160.18,6811708,2019,87
2019-04-11,1163.15,6811708,2019,101
2019-04-30,1185.09,6811708,2019,120
2019-05-15,1189.26,6811708,2019,135
2019-05-29,1193.16,6811708,2019,149
2019-06-13,1187.39,6811708,2019,164
2019-06-27,1187.69,6811708,2019,178
2019-07-17,1161.61,6811708,2019,198
2019-07-31,1158.56,6811708,2019,212
2019-08-15,1162.47,6811708,2019,227
2019-08-29,1158.8,6811708,2019,241
2019-09-12,1160.03,6811708,2019,255
2019-09-25,1131.87,6811708,2019,268
2019-10-16,1125.8,6811708,2019,289
2019-10-31,1149.9,6811708,2019,304
2019-11-14,1167.08,6811708,2019,318
2019-11-27,1154.18,6811708,2019,331
2019-12-12,1164.76,6811708,2019,346
2019-12-30,1170.97,6811708,2019,364
2020-01-14,1169.76,6811708,2020,14
2020-01-30,1172.63,6811708,2020,30
2020-02-13,1166.45,6811708,2020,44
2020-02-27,1170.1,6811708,2020,58
2020-03-16,1147.02,6811708,2020,76
2020-03-30,1172.02,6811708,2020,90
2020-04-16,1174.01,6811708,2020,107
2020-04-30,1169.52,6811708,2020,121
2020-05-14,1143.79,6811708,2020,135
2020-05-28,1170.8,6811708,2020,149
2020-06-15,1140.69,6811708,2020,167
2020-06-29,1136.24,6811708,2020,181
2020-07-16,1120.57,6811708,2020,198
2020-07-30,1124.29,6811708,2020,212
2020-08-13,1114.03,6811708,2020,226
2020-08-27,1114.24,6811708,2020,240
2020-09-15,1129.71,6811708,2020,259
2020-09-30,1151.6,6811708,2020,274
2020-10-15,1157.36,6811708,2020,289
2020-10-29,1159.57,6811708,2020,303
2020-11-16,1116.25,6811708,2020,321
2020-11-30,1158.93,6811708,2020,335
2020-12-15,1123.73,6811708,2020,350
2020-12-28,1159.47,6811708,2020,363
2021-01-14,1158.14,6811708,2021,14
2021-01-28,1162.63,6811708,2021,28
2021-02-11,1163.52,6811708,2021,42
2021-02-25,1161.28,6811708,2021,56
2021-03-16,1166.71,6811708,2021,75
2021-03-30,1155.98,6811708,2021,89
2021-04-15,1137.94,6811708,2021,105
2021-04-29,1155.83,6811708,2021,119
2021-05-13,1159.91,6811708,2021,133
2021-05-26,1148.34,6811708,2021,146
2021-06-17,1147.17,6811708,2021,168
2021-06-29,1159.48,6811708,2021,180
2021-07-15,1153.27,6811708,2021,196
2021-07-29,1148.47,6811708,2021,210
2021-08-16,1167.48,6811708,2021,228
2021-08-30,1165.59,6811708,2021,242
2021-09-15,1162.86,6811708,2021,258
2021-09-30,1130.31,6811708,2021,273
2021-10-15,1145.47,6811708,2021,288
2021-10-28,1164.64,6811708,2021,301
2021-11-15,1166.72,6811708,2021,319
2021-11-30,1166.64,6811708,2021,334
2021-12-14,1165.75,6811708,2021,348
2021-12-28,1166.37,6811708,2021,362
2022-01-13,1165.71,6811708,2022,13
2022-01-27,1144.73,6811708,2022,27
2022-02-11,1166.52,6811708,2022,42
2022-02-28,1165.97,6811708,2022,59
2022-03-16,1166.54,6811708,2022,75
2022-03-30,1167.28,6811708,2022,89
2007-07-15,1189,6811814,2007,196
2007-08-15,1182.33,6811814,2007,227
2007-08-31,1185,6811814,2007,243
2007-09-15,1184.6,6811814,2007,258
2007-09-30,1180.3,6811814,2007,273
2007-10-15,1178.6,6811814,2007,288
2007-10-31,1174.3,6811814,2007,304
2007-11-15,1173.6,6811814,2007,319
2007-11-30,1169.7,6811814,2007,334
2007-12-14,1169.7,6811814,2007,348
2007-12-31,1166.7,6811814,2007,365
2008-01-15,1166,6811814,2008,15
2008-01-31,1167.4,6811814,2008,31
2008-02-15,1168,6811814,2008,46
2008-02-29,1165.9,6811814,2008,60
2008-03-14,1168,6811814,2008,74
2008-03-31,1165.8,6811814,2008,91
2008-04-15,1167.5,6811814,2008,106
2008-04-30,1155.6,6811814,2008,121
2008-05-15,1163.6,6811814,2008,136
2008-05-30,1160.4,6811814,2008,151
2008-06-15,1156.8,6811814,2008,167
2008-06-30,1155.7,6811814,2008,182
2008-07-15,1157.6,6811814,2008,197
2008-07-31,1157.6,6811814,2008,213
2008-08-15,1157.2,6811814,2008,228
2008-08-29,1159.2,6811814,2008,242
2008-09-15,1156.4,6811814,2008,259
2008-09-30,1155.8,6811814,2008,274
2008-10-15,1156.4,6811814,2008,289
2008-10-31,1156.3,6811814,2008,305
2008-11-13,1156.4,6811814,2008,318
2008-12-01,1156.8,6811814,2008,336
2008-12-15,1158.1,6811814,2008,350
2008-12-30,1157.7,6811814,2008,365
2009-01-15,1157.4,6811814,2009,15
2009-01-30,1157.8,6811814,2009,30
2009-02-13,1157.4,6811814,2009,44
2009-02-27,1156.2,6811814,2009,58
2009-03-17,1157.4,6811814,2009,76
2009-03-31,1156.8,6811814,2009,90
2009-04-15,1154.8,6811814,2009,105
2009-04-29,1155.1,6811814,2009,119
2009-05-15,1153.8,6811814,2009,135
2009-05-29,1154.2,6811814,2009,149
2009-06-15,1150.4,6811814,2009,166
2009-06-30,1150.1,6811814,2009,181
2009-07-15,1147.8,6811814,2009,196
2009-07-31,1148.1,6811814,2009,212
2009-08-14,1147.4,6811814,2009,226
2009-08-28,1149.6,6811814,2009,240
2009-09-15,1151.4,6811814,2009,258
2009-09-30,1151.83,6811814,2009,273
2009-10-15,1162.45,6811814,2009,288
2009-10-30,1164.05,6811814,2009,303
2009-11-13,1159.6,6811814,2009,317
2009-11-30,1162.4,6811814,2009,334
2009-12-15,1163.1,6811814,2009,349
2010-01-12,1159.2,6811814,2010,12
2010-01-28,1168.8,6811814,2010,28
2010-02-12,1181,6811814,2010,43
2010-02-26,1178.55,6811814,2010,57
2010-03-15,1176.4,6811814,2010,74
2010-03-31,1176.4,6811814,2010,90
2010-04-16,1174.3,6811814,2010,106
2010-04-30,1176.5,6811814,2010,120
2010-05-14,1173,6811814,2010,134
2010-05-28,1178.52,6811814,2010,148
2010-06-16,1171.55,6811814,2010,167
2010-06-30,1164.62,6811814,2010,181
2010-07-16,1164.85,6811814,2010,197
2010-07-30,1162.55,6811814,2010,211
2010-08-16,1157.52,6811814,2010,228
2010-08-31,1156.3,6811814,2010,243
2010-09-16,1172.3,6811814,2010,259
2010-09-30,1173.1,6811814,2010,273
2010-10-15,1167.07,6811814,2010,288
2010-10-29,1161.45,6811814,2010,302
2010-11-16,1160.92,6811814,2010,320
2010-11-30,1160.62,6811814,2010,334
2010-12-16,1160.33,6811814,2010,350
2010-12-30,1161.17,6811814,2010,364
2011-01-14,1159.19,6811814,2011,14
2011-01-28,1158.97,6811814,2011,28
2011-02-11,1160.16,6811814,2011,42
2011-02-25,1159.92,6811814,2011,56
2011-03-15,1157.6,6811814,2011,74
2011-03-31,1157.12,6811814,2011,90
2011-04-15,1154.39,6811814,2011,105
2011-04-29,1152.22,6811814,2011,119
2011-05-13,1152.79,6811814,2011,133
2011-05-27,1151.18,6811814,2011,147
2011-06-16,1148.48,6811814,2011,167
2011-06-30,1149.15,6811814,2011,181
2011-07-15,1148.32,6811814,2011,196
2011-07-29,1147.99,6811814,2011,210
2011-08-16,1147.75,6811814,2011,228
2011-08-31,1147.31,6811814,2011,243
2011-09-16,1146.84,6811814,2011,259
2011-10-13,1153.33,6811814,2011,286
2011-10-28,1151.91,6811814,2011,301
2011-11-15,1152.15,6811814,2011,319
2011-11-30,1153.12,6811814,2011,334
2011-12-16,1154.57,6811814,2011,350
2011-12-29,1156.11,6811814,2011,363
2012-01-19,1155.32,6811814,2012,19
2012-01-31,1155.79,6811814,2012,31
2012-02-16,1157.88,6811814,2012,47
2012-02-29,1158.69,6811814,2012,60
2012-03-15,1158.74,6811814,2012,75
2012-03-30,1159.46,6811814,2012,90
2012-04-13,1157.85,6811814,2012,104
2012-04-27,1155.75,6811814,2012,118
2012-05-15,1157.05,6811814,2012,136
2012-05-31,1153.13,6811814,2012,152
2012-06-15,1149.08,6811814,2012,167
2012-06-29,1149.02,6811814,2012,181
2012-07-17,1152.77,6811814,2012,199
2012-07-31,1149.1,6811814,2012,213
2012-08-16,1148.8,6811814,2012,229
2012-09-14,1146.8,6811814,2012,258
2012-09-27,1151.2,6811814,2012,271
2012-10-16,1153.8,6811814,2012,290
2012-10-31,1154.8,6811814,2012,305
2012-11-16,1152.8,6811814,2012,321
2012-11-30,1154.6,6811814,2012,335
2012-12-14,1154.8,6811814,2012,349
2012-12-28,1154.9,6811814,2012,363
2013-01-16,1157.4,6811814,2013,16
2013-01-31,1155.9,6811814,2013,31
2013-02-15,1156.9,6811814,2013,46
2013-02-28,1155.2,6811814,2013,59
2013-03-15,1153.8,6811814,2013,74
2013-03-28,1153.5,6811814,2013,87
2013-04-16,1153.5,6811814,2013,106
2013-04-30,1153,6811814,2013,120
2013-05-15,1154.8,6811814,2013,135
2013-05-31,1158.6,6811814,2013,151
2013-06-14,1155.8,6811814,2013,165
2013-06-28,1153.4,6811814,2013,179
2013-07-16,1153,6811814,2013,197
2013-07-31,1150.2,6811814,2013,212
2013-08-16,1148.4,6811814,2013,228
2013-08-30,1149.4,6811814,2013,242
2013-09-13,1149.8,6811814,2013,256
2013-09-27,1149.4,6811814,2013,270
2013-10-16,1152.4,6811814,2013,289
2013-10-31,1152.5,6811814,2013,304
2013-11-15,1154.3,6811814,2013,319
2013-11-26,1157.67,6811814,2013,330
2013-12-17,1155.4,6811814,2013,351
2013-12-30,1155.9,6811814,2013,364
2014-01-16,1154.3,6811814,2014,16
2014-02-14,1153,6811814,2014,45
2014-02-28,1153.4,6811814,2014,59
2014-03-14,1151,6811814,2014,73
2014-03-28,1153.2,6811814,2014,87
2014-04-15,1150.9,6811814,2014,105
2014-04-30,1148.6,6811814,2014,120
2014-05-15,1151,6811814,2014,135
2014-05-30,1154.8,6811814,2014,150
2014-06-13,1152.2,6811814,2014,164
2014-06-27,1151.6,6811814,2014,178
2014-07-16,1147.4,6811814,2014,197
2014-07-31,1147.92,6811814,2014,212
2014-08-15,1147.1,6811814,2014,227
2014-08-29,1144,6811814,2014,241
2014-09-15,1147.5,6811814,2014,258
2014-09-30,1148.8,6811814,2014,273
2014-10-15,1147.8,6811814,2014,288
2014-10-31,1146.17,6811814,2014,304
2014-11-14,1149.2,6811814,2014,318
2014-11-25,1151.2,6811814,2014,329
2014-12-10,1150.4,6811814,2014,344
2014-12-22,1154,6811814,2014,356
2015-01-15,1154.3,6811814,2015,15
2015-01-29,1159.7,6811814,2015,29
2015-02-12,1157.1,6811814,2015,43
2015-02-26,1157.6,6811814,2015,57
2015-03-16,1156.9,6811814,2015,75
2015-03-30,1156.2,6811814,2015,89
2015-04-15,1156.4,6811814,2015,105
2015-04-29,1164.6,6811814,2015,119
2015-05-14,1161.4,6811814,2015,134
2015-05-29,1185.4,6811814,2015,149
2015-06-15,1178.4,6811814,2015,166
2015-06-29,1177.2,6811814,2015,180
2015-07-16,1168,6811814,2015,197
2015-07-30,1158.4,6811814,2015,211
2015-08-13,1154.8,6811814,2015,225
2015-08-27,1152.8,6811814,2015,239
2015-09-15,1151.5,6811814,2015,258
2015-09-29,1151.5,6811814,2015,272
2015-10-15,1148.9,6811814,2015,288
2015-10-29,1154,6811814,2015,302
2015-11-13,1161.3,6811814,2015,317
2015-11-23,1158.2,6811814,2015,327
2015-12-15,1168.8,6811814,2015,349
2015-12-29,1168.2,6811814,2015,363
2016-01-14,1166.5,6811814,2016,14
2016-01-28,1164.4,6811814,2016,28
2016-02-11,1161,6811814,2016,42
2016-02-24,1160.5,6811814,2016,55
2016-03-15,1162.6,6811814,2016,75
2016-03-30,1161.2,6811814,2016,90
2016-04-14,1162.2,6811814,2016,105
2016-04-28,1174.7,6811814,2016,119
2016-05-16,1174.2,6811814,2016,137
2016-05-31,1182,6811814,2016,152
2016-06-15,1180.2,6811814,2016,167
2016-06-30,1174.2,6811814,2016,182
2016-07-13,1165.6,6811814,2016,195
2016-07-28,1156.4,6811814,2016,210
2016-08-16,1160.4,6811814,2016,229
2016-08-30,1168.3,6811814,2016,243
2016-09-15,1158,6811814,2016,259
2016-09-29,1162.8,6811814,2016,273
2016-10-13,1156.1,6811814,2016,287
2016-10-27,1155.2,6811814,2016,301
2016-11-16,1161.3,6811814,2016,321
2016-11-29,1158.4,6811814,2016,334
2016-12-15,1168.2,6811814,2016,350
2016-12-28,1164.7,6811814,2016,363
2017-01-17,1165.8,6811814,2017,17
2017-01-30,1163,6811814,2017,30
2017-02-15,1166.7,6811814,2017,46
2017-02-28,1171.2,6811814,2017,59
2017-03-15,1169.8,6811814,2017,74
2017-03-29,1164.1,6811814,2017,88
2017-04-12,1165.8,6811814,2017,102
2017-04-28,1162.3,6811814,2017,118
2017-05-15,1156.9,6811814,2017,135
2017-05-30,1158.6,6811814,2017,150
2017-06-15,1156,6811814,2017,166
2017-06-29,1156.2,6811814,2017,180
2017-07-27,1151.2,6811814,2017,208
2017-08-16,1151.5,6811814,2017,228
2017-08-30,1153.4,6811814,2017,242
2017-09-14,1149.6,6811814,2017,257
2017-09-28,1154.8,6811814,2017,271
2017-10-16,1153.5,6811814,2017,289
2017-10-30,1153.8,6811814,2017,303
2017-11-15,1153.6,6811814,2017,319
2017-11-29,1152.7,6811814,2017,333
2017-12-13,1154,6811814,2017,347
2017-12-27,1154.8,6811814,2017,361
2018-01-18,1154.5,6811814,2018,18
2018-01-31,1155.6,6811814,2018,31
2018-02-14,1155.6,6811814,2018,45
2018-02-28,1155.8,6811814,2018,59
2018-03-14,1154.3,6811814,2018,73
2018-03-28,1154.4,6811814,2018,87
2018-04-10,1150.8,6811814,2018,100
2018-04-25,1151.4,6811814,2018,115
2018-05-16,1152.6,6811814,2018,136
2018-05-30,1149.4,6811814,2018,150
2018-06-13,1143.6,6811814,2018,164
2018-06-27,1144.6,6811814,2018,178
2018-07-18,1148.3,6811814,2018,199
2018-07-31,1143.92,6811814,2018,212
2018-08-15,1149.4,6811814,2018,227
2018-08-29,1146.6,6811814,2018,241
2018-09-12,1174,6811814,2018,255
2018-09-26,1183.6,6811814,2018,269
2018-10-16,1181.4,6811814,2018,289
2018-10-30,1185.3,6811814,2018,303
2018-11-15,1180.9,6811814,2018,319
2018-11-29,1176.8,6811814,2018,333
2018-12-12,1177.6,6811814,2018,346
2018-12-27,1177.6,6811814,2018,361
2019-01-16,1180,6811814,2019,16
2019-01-30,1179.4,6811814,2019,30
2019-02-13,1177.8,6811814,2019,44
2019-02-27,1173.2,6811814,2019,58
2019-03-12,1170.3,6811814,2019,71
2019-03-28,1165.7,6811814,2019,87
2019-04-11,1165,6811814,2019,101
2019-04-30,1170.2,6811814,2019,120
2019-05-15,1180.7,6811814,2019,135
2019-05-29,1175.95,6811814,2019,149
2019-06-13,1174.8,6811814,2019,164
2019-06-27,1173.7,6811814,2019,178
2019-07-17,1164.9,6811814,2019,198
2019-07-31,1157.2,6811814,2019,212
2019-08-15,1156.6,6811814,2019,227
2019-08-29,1155.1,6811814,2019,241
2019-09-12,1155.4,6811814,2019,255
2019-09-25,1154.4,6811814,2019,268
2019-10-16,1156.8,6811814,2019,289
2019-10-31,1155.1,6811814,2019,304
2019-11-14,1157.9,6811814,2019,318
2019-11-27,1156.8,6811814,2019,331
2019-12-12,1156.6,6811814,2019,346
2019-12-30,1156.4,6811814,2019,364
2020-01-14,1156.9,6811814,2020,14
2020-01-30,1157.8,6811814,2020,30
2020-02-13,1163.9,6811814,2020,44
2020-02-27,1156.8,6811814,2020,58
2020-03-16,1156.4,6811814,2020,76
2020-03-30,1156.2,6811814,2020,90
2020-04-16,1157.4,6811814,2020,107
2020-04-30,1154.6,6811814,2020,121
2020-05-14,1159.92,6811814,2020,135
2020-05-28,1161.8,6811814,2020,149
2020-06-15,1153.9,6811814,2020,167
2020-06-29,1154.58,6811814,2020,181
2020-07-16,1149.6,6811814,2020,198
2020-07-30,1149.1,6811814,2020,212
2020-08-13,1147.3,6811814,2020,226
2020-08-27,1148.2,6811814,2020,240
2020-09-15,1153.8,6811814,2020,259
2020-09-30,1151.2,6811814,2020,274
2020-10-15,1148.6,6811814,2020,289
2020-10-29,1150.2,6811814,2020,303
2020-11-16,1148.9,6811814,2020,321
2020-11-30,1150.7,6811814,2020,335
2020-12-15,1152,6811814,2020,350
2020-12-28,1152,6811814,2020,363
2021-01-14,1154.4,6811814,2021,14
2021-01-28,1152.6,6811814,2021,28
2021-02-11,1153.8,6811814,2021,42
2021-02-25,1155,6811814,2021,56
2021-03-16,1153.8,6811814,2021,75
2021-03-30,1152.7,6811814,2021,89
2021-04-15,1150.4,6811814,2021,105
2021-04-29,1151.5,6811814,2021,119
2021-05-13,1158.6,6811814,2021,133
2021-05-26,1169.8,6811814,2021,146
2021-06-17,1169.4,6811814,2021,168
2021-06-29,1163.5,6811814,2021,180
2021-07-15,1174.2,6811814,2021,196
2021-07-29,1175.08,6811814,2021,210
2021-08-16,1162.8,6811814,2021,228
2021-08-30,1158.4,6811814,2021,242
2021-09-15,1157.2,6811814,2021,258
2021-09-30,1161.7,6811814,2021,273
2021-10-15,1162.5,6811814,2021,288
2021-10-28,1162,6811814,2021,301
2021-11-15,1158.5,6811814,2021,319
2021-11-30,1156.4,6811814,2021,334
2021-12-14,1155.6,6811814,2021,348
2021-12-28,1156.6,6811814,2021,362
2022-01-13,1154,6811814,2022,13
2022-01-27,1155.1,6811814,2022,27
2022-02-11,1154.8,6811814,2022,42
2022-02-28,1154.4,6811814,2022,59
2022-03-16,1153.3,6811814,2022,75
2022-03-30,1152.8,6811814,2022,89
2005-11-15,1134.83,6812106,2005,319
2005-11-30,1134.5,6812106,2005,334
2005-12-15,1134.5,6812106,2005,349
2005-12-30,1134,6812106,2005,364
2006-01-15,1133.6,6812106,2006,15
2006-01-31,1133.33,6812106,2006,31
2006-02-15,1133.17,6812106,2006,46
2006-02-28,1133.17,6812106,2006,59
2006-03-14,1133,6812106,2006,73
2006-03-31,1132.75,6812106,2006,90
2006-04-15,1132.58,6812106,2006,105
2006-04-30,1132.75,6812106,2006,120
2006-05-15,1133.58,6812106,2006,135
2006-05-31,1129.75,6812106,2006,151
2006-06-15,1132.17,6812106,2006,166
2006-06-30,1132.75,6812106,2006,181
2006-07-15,1132.58,6812106,2006,196
2006-07-31,1132.08,6812106,2006,212
2006-08-15,1131.58,6812106,2006,227
2006-08-30,1131.17,6812106,2006,242
2006-09-15,1131.58,6812106,2006,258
2006-09-30,1131.33,6812106,2006,273
2006-10-15,1131.75,6812106,2006,288
2006-10-30,1132,6812106,2006,303
2006-11-15,1131.33,6812106,2006,319
2006-11-30,1131.25,6812106,2006,334
2006-12-15,1131.67,6812106,2006,349
2006-12-31,1132.75,6812106,2006,365
2007-01-19,1142.17,6812106,2007,19
2007-01-31,1141.67,6812106,2007,31
2007-02-15,1137.67,6812106,2007,46
2007-02-28,1136.46,6812106,2007,59
2007-03-15,1152.57,6812106,2007,74
2007-03-30,1152.06,6812106,2007,89
2007-04-15,1148.9,6812106,2007,105
2007-04-30,1145.44,6812106,2007,120
2007-05-15,1145.75,6812106,2007,135
2007-05-31,1151.11,6812106,2007,151
2007-06-15,1146.23,6812106,2007,166
2007-06-30,1148.89,6812106,2007,181
2007-07-15,1148.62,6812106,2007,196
2007-07-31,1165.5,6812106,2007,212
2007-08-15,1155.66,6812106,2007,227
2007-08-31,1161.63,6812106,2007,243
2007-09-15,1160.59,6812106,2007,258
2007-09-30,1151.55,6812106,2007,273
